Region/Country/Area,Year,Series,Value,Footnotes,Source
Switzerland,2010,"Total Sexual Violence at the national level, rate per 100,000",31.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Assault rate per 100,000 population",6.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Kidnapping at the national level, rate per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Theft at the national level, rate per 100,000 population","1,673.50",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Robbery at the national level, rate per 100,000 population",20.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2017,"Total Sexual Violence at the national level, rate per 100,000",30.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Percentage of male and female intentional homicide victims, Male",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Assault rate per 100,000 population",6.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Switzerland,2018,"Theft at the national level, rate per 100,000 population","1,595.30",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2004,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2004,"Assault rate per 100,000 population",35.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2004,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2004,"Theft at the national level, rate per 100,000 population",64.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2005,"Intentional homicide rates per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2005,"Assault rate per 100,000 population",33.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2005,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2008,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2008,"Assault rate per 100,000 population",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2008,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2008,"Theft at the national level, rate per 100,000 population",31.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2008,"Total Sexual Violence at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2010,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2018,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2018,"Assault rate per 100,000 population",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Syrian Arab Republic,2018,"Theft at the national level, rate per 100,000 population",19.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2005,"Intentional homicide rates per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2005,"Theft at the national level, rate per 100,000 population",52.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Percentage of male and female intentional homicide victims, Male",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Assault rate per 100,000 population",72.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Kidnapping at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Theft at the national level, rate per 100,000 population",47.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Robbery at the national level, rate per 100,000 population",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Percentage of male and female intentional homicide victims, Male",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Assault rate per 100,000 population",48.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Kidnapping at the national level, rate per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Theft at the national level, rate per 100,000 population",47.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Robbery at the national level, rate per 100,000 population",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tajikistan,2011,"Total Sexual Violence at the national level, rate per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Intentional homicide rates per 100,000",7.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Percentage of male and female intentional homicide victims, Male",13,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Assault rate per 100,000 population",43.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Kidnapping at the national level, rate per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2005,"Theft at the national level, rate per 100,000 population",93.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Intentional homicide rates per 100,000",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Percentage of male and female intentional homicide victims, Male",9.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Assault rate per 100,000 population",13.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Kidnapping at the national level, rate per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Theft at the national level, rate per 100,000 population",80.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Robbery at the national level, rate per 100,000 population",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2010,"Total Sexual Violence at the national level, rate per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Intentional homicide rates per 100,000",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Percentage of male and female intentional homicide victims, Male",6.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Percentage of male and female intentional homicide victims, Female",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Assault rate per 100,000 population",18.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Kidnapping at the national level, rate per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Theft at the national level, rate per 100,000 population",58.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2014,"Robbery at the national level, rate per 100,000 population",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2016,"Intentional homicide rates per 100,000",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2016,"Kidnapping at the national level, rate per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2016,"Theft at the national level, rate per 100,000 population",47.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2016,"Robbery at the national level, rate per 100,000 population",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2016,"Total Sexual Violence at the national level, rate per 100,000",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2017,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2017,"Total Sexual Violence at the national level, rate per 100,000",5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2018,"Assault rate per 100,000 population",13.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Thailand,2018,"Kidnapping at the national level, rate per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2005,"Intentional homicide rates per 100,000",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2010,"Intentional homicide rates per 100,000",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2015,"Intentional homicide rates per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2015,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2015,"Total Sexual Violence at the national level, rate per 100,000",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2017,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2017,"Robbery at the national level, rate per 100,000 population",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Timor-Leste,2017,"Total Sexual Violence at the national level, rate per 100,000",10.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tonga,2005,"Intentional homicide rates per 100,000",4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tonga,2010,"Intentional homicide rates per 100,000",1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tonga,2012,"Intentional homicide rates per 100,000",1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",29.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Male",53.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Female",6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Assault rate per 100,000 population",61.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Kidnapping at the national level, rate per 100,000",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Theft at the national level, rate per 100,000 population",212.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2005,"Total Sexual Violence at the national level, rate per 100,000",61.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",35.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Male",63.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Female",7.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Assault rate per 100,000 population",46.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Theft at the national level, rate per 100,000 population",307.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Robbery at the national level, rate per 100,000 population",385.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2010,"Total Sexual Violence at the national level, rate per 100,000",57.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",30.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Male",57.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Female",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Assault rate per 100,000 population",43.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Theft at the national level, rate per 100,000 population",136.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Robbery at the national level, rate per 100,000 population",180.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Trinidad and Tobago,2015,"Total Sexual Violence at the national level, rate per 100,000",50.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tunisia,2005,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tunisia,2010,"Intentional homicide rates per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tunisia,2012,"Intentional homicide rates per 100,000",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Intentional homicide rates per 100,000",4.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Percentage of male and female intentional homicide victims, Male",8.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Percentage of male and female intentional homicide victims, Female",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Assault rate per 100,000 population",155.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Kidnapping at the national level, rate per 100,000",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Theft at the national level, rate per 100,000 population",152.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2005,"Total Sexual Violence at the national level, rate per 100,000",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Intentional homicide rates per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Percentage of male and female intentional homicide victims, Male",6.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Percentage of male and female intentional homicide victims, Female",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Assault rate per 100,000 population",305.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Kidnapping at the national level, rate per 100,000",18.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Theft at the national level, rate per 100,000 population",248.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Robbery at the national level, rate per 100,000 population",11.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2014,"Assault rate per 100,000 population",102.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2014,"Kidnapping at the national level, rate per 100,000",42.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2014,"Theft at the national level, rate per 100,000 population",277.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2014,"Robbery at the national level, rate per 100,000 population",55.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2014,"Total Sexual Violence at the national level, rate per 100,000",54,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2016,"Intentional homicide rates per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2016,"Percentage of male and female intentional homicide victims, Male",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2016,"Percentage of male and female intentional homicide victims, Female",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2016,"Robbery at the national level, rate per 100,000 population",34,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2018,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2018,"Percentage of male and female intentional homicide victims, Male",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkey,2018,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2004,"Intentional homicide rates per 100,000",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2004,"Kidnapping at the national level, rate per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2005,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2005,"Assault rate per 100,000 population",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2005,"Theft at the national level, rate per 100,000 population",35,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2006,"Intentional homicide rates per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2006,"Assault rate per 100,000 population",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turkmenistan,2006,"Theft at the national level, rate per 100,000 population",29.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2002,"Intentional homicide rates per 100,000",8.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2002,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2005,"Intentional homicide rates per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2009,"Intentional homicide rates per 100,000",6.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2009,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Turks and Caicos Islands,2014,"Percentage of male and female intentional homicide victims, Female",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tuvalu,2005,"Intentional homicide rates per 100,000",0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tuvalu,2010,"Intentional homicide rates per 100,000",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Tuvalu,2012,"Intentional homicide rates per 100,000",18.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2005,"Intentional homicide rates per 100,000",9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2005,"Assault rate per 100,000 population",126.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2005,"Theft at the national level, rate per 100,000 population",198.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2005,"Total Sexual Violence at the national level, rate per 100,000",50.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Intentional homicide rates per 100,000",9.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Percentage of male and female intentional homicide victims, Male",16.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Percentage of male and female intentional homicide victims, Female",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Assault rate per 100,000 population",70.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Theft at the national level, rate per 100,000 population",72.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Robbery at the national level, rate per 100,000 population",18.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
Uganda,2010,"Total Sexual Violence at the national level, rate per 100,000",26.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
